date,Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2020-02-05,36.45,31.55,42.38,,,,37.68,33.84,42.56,,,,10.16,5.96,14.25,,,,6.44,2.24,10.64,,,,5.7,1.25,9.83,,,,1.0,-3.5,5.37,,,,1.85,-2.33,6.05,,,,,,,,,,
2020-02-06,36.5,31.62,42.54,,,,37.72,33.85,42.53,,,,10.12,5.91,14.3,,,,6.42,2.27,10.66,,,,5.68,1.29,10.14,,,,1.0,-3.64,5.42,,,,1.84,-2.26,6.15,,,,,,,,,,
2020-02-07,36.56,31.69,42.59,,,,37.76,34.01,42.5,,,,10.08,5.86,14.27,,,,6.4,2.29,10.59,,,,5.67,1.33,9.87,,,,1.0,-3.59,5.37,,,,1.84,-2.15,6.14,,,,,,,,,,
2020-02-08,36.61,31.79,42.62,,,,37.8,34.05,42.48,,,,10.03,5.82,14.25,,,,6.37,2.31,10.51,,,,5.65,1.39,9.56,,,,1.0,-3.57,5.31,,,,1.83,-2.03,6.1,,,,,,,,,,
2020-02-09,36.66,31.82,42.6,,,,37.84,34.1,42.44,,,,9.99,5.85,14.2,,,,6.35,2.35,10.41,,,,5.63,1.4,9.54,,,,1.0,-3.55,5.3,,,,1.82,-1.96,6.0,,,,,,,,,,
2020-02-10,36.72,31.89,42.64,,,,37.88,34.13,42.45,,,,9.94,5.89,14.09,,,,6.32,2.38,10.31,,,,5.61,1.39,9.51,,,,1.0,-3.52,5.28,,,,1.81,-1.94,5.83,,,,32.0,37.0,11.0,8.0,6.0,1.0,3.0
2020-02-11,36.77,32.12,42.69,,,,37.92,34.16,42.46,,,,9.9,5.99,14.0,,,,6.29,2.41,10.2,,,,5.6,1.47,9.48,,,,1.0,-3.47,5.26,,,,1.8,-1.94,5.66,,,,,,,,,,
2020-02-12,36.83,32.24,42.73,,,,37.96,34.19,42.5,,,,9.85,5.98,13.87,,,,6.26,2.41,10.1,,,,5.58,1.53,9.45,,,,1.0,-3.39,5.23,,,,1.8,-1.87,5.55,,,,,,,,,,
2020-02-13,36.88,32.29,42.66,,,,38.0,34.24,42.56,,,,9.8,6.0,13.72,,,,6.24,2.42,10.02,,,,5.56,1.56,9.36,,,,1.0,-3.32,5.21,,,,1.79,-1.78,5.43,,,,,,,,,,
2020-02-14,36.94,32.34,42.54,,,,38.04,34.27,42.61,,,,9.75,6.01,13.58,,,,6.21,2.45,9.94,,,,5.55,1.62,9.27,,,,1.0,-3.26,5.19,,,,1.78,-1.77,5.35,,,,,,,,,,
2020-02-15,37.0,32.39,42.61,,,,38.08,34.37,42.6,,,,9.7,6.02,13.41,,,,6.18,2.58,9.86,,,,5.53,1.69,9.18,,,,1.0,-3.18,5.24,,,,1.78,-1.75,5.31,,,,,,,,,,
2020-02-16,37.05,32.41,42.67,,,,38.12,34.53,42.56,,,,9.65,5.98,13.35,,,,6.15,2.59,9.78,,,,5.51,1.75,9.1,,,,1.0,-3.11,5.28,,,,1.77,-1.73,5.27,,,,,,,,,,
2020-02-17,37.11,32.44,42.72,,,,38.16,34.6,42.51,,,,9.6,5.95,13.26,,,,6.12,2.59,9.73,,,,5.5,1.79,9.06,,,,1.0,-3.07,5.31,,,,1.77,-1.7,5.27,,,,,,,,,,
2020-02-18,37.17,32.47,42.77,,,,38.2,34.65,42.49,,,,9.55,5.91,13.19,,,,6.09,2.6,9.69,,,,5.48,1.83,9.04,,,,1.0,-3.03,5.32,,,,1.76,-1.69,5.26,,,,,,,,,,
2020-02-19,37.23,32.3,42.81,,,,38.24,34.66,42.51,,,,9.51,5.74,13.13,,,,6.06,2.63,9.63,,,,5.47,1.74,8.99,,,,1.0,-3.02,5.36,,,,1.76,-1.68,5.24,,,,,,,,,,
2020-02-20,37.28,32.35,42.84,,,,38.27,34.66,42.53,,,,9.46,5.72,13.09,,,,6.04,2.59,9.6,,,,5.46,1.77,8.96,,,,1.0,-2.99,5.4,,,,1.75,-1.67,5.24,,,,,,,,,,
2020-02-21,37.34,32.4,42.84,,,,38.31,34.72,42.62,,,,9.41,5.71,13.05,,,,6.01,2.58,9.56,,,,5.44,1.8,8.91,,,,1.0,-2.92,5.39,,,,1.75,-1.63,5.23,,,,,,,,,,
2020-02-22,37.4,32.46,42.84,,,,38.34,34.78,42.7,,,,9.36,5.7,13.0,,,,5.98,2.59,9.47,,,,5.43,1.82,8.89,,,,1.0,-2.85,5.35,,,,1.74,-1.59,5.23,,,,,,,,,,
2020-02-23,37.45,32.52,42.82,,,,38.37,34.85,42.74,,,,9.31,5.65,12.95,,,,5.95,2.67,9.48,,,,5.41,1.85,8.86,,,,1.0,-2.78,5.31,,,,1.74,-1.56,5.21,,,,,,,,,,
2020-02-24,37.51,32.65,42.8,,,,38.41,34.92,42.77,,,,9.26,5.63,12.91,,,,5.93,2.56,9.5,,,,5.4,2.0,8.84,,,,1.0,-2.69,5.23,,,,1.74,-1.51,5.2,,,,,,,,,,
2020-02-25,37.56,32.69,42.76,,,,38.44,34.97,42.81,,,,9.21,5.63,12.87,,,,5.9,2.51,9.48,,,,5.39,2.09,8.82,,,,1.0,-2.62,5.15,,,,1.73,-1.48,5.17,,,,,,,,,,
2020-02-26,37.62,32.72,42.73,,,,38.47,35.02,42.84,,,,9.16,5.6,12.84,,,,5.87,2.44,9.46,,,,5.38,2.02,8.8,,,,1.0,-2.67,5.09,,,,1.73,-1.46,5.18,,,,,,,,,,
2020-02-27,37.67,32.76,42.68,,,,38.5,35.07,42.87,,,,9.12,5.56,12.8,,,,5.85,2.41,9.44,,,,5.37,1.99,8.78,,,,1.0,-2.62,5.03,,,,1.73,-1.44,5.12,,,,,,,,,,
2020-02-28,37.72,32.88,42.62,,,,38.53,35.12,42.9,,,,9.07,5.54,12.76,,,,5.82,2.4,9.37,,,,5.35,2.0,8.75,,,,1.0,-2.58,4.97,,,,1.72,-1.41,5.05,,,,,,,,,,
2020-02-29,37.77,33.05,42.67,,,,38.57,35.19,42.93,,,,9.02,5.49,12.72,,,,5.8,2.4,9.3,,,,5.34,2.03,8.73,,,,1.0,-2.57,4.9,,,,1.72,-1.39,4.98,,,,,,,,,,
2020-03-01,37.82,33.19,42.7,,,,38.6,35.25,42.96,,,,8.97,5.44,12.68,,,,5.78,2.44,9.27,,,,5.33,2.06,8.7,,,,1.0,-2.68,4.82,,,,1.72,-1.38,4.99,,,,,,,,,,
2020-03-02,37.87,33.23,42.72,,,,38.63,35.28,42.99,,,,8.93,5.45,12.64,,,,5.75,2.49,9.25,,,,5.32,2.09,8.65,,,,1.0,-2.67,4.75,,,,1.71,-1.46,5.0,,,,,,,,,,
2020-03-03,37.91,33.27,42.68,,,,38.66,35.27,43.01,,,,8.88,5.45,12.6,,,,5.73,2.54,9.23,,,,5.31,2.12,8.61,,,,1.0,-2.66,4.67,,,,1.71,-1.43,5.0,,,,,,,,,,
2020-03-04,37.96,33.31,42.63,,,,38.7,35.27,43.04,,,,8.83,5.37,12.56,,,,5.71,2.57,9.22,,,,5.31,2.12,8.6,,,,1.0,-2.64,4.59,,,,1.71,-1.41,5.01,,,,,,,,,,
2020-03-05,38.0,33.35,42.55,,,,38.73,35.27,43.01,,,,8.78,5.31,12.52,,,,5.69,2.49,9.21,,,,5.3,2.19,8.57,,,,1.0,-2.62,4.62,,,,1.7,-1.43,4.99,,,,,,,,,,
2020-03-06,38.04,33.4,42.46,,,,38.77,35.29,42.99,,,,8.74,5.31,12.48,,,,5.67,2.49,9.19,,,,5.29,2.17,8.56,,,,1.0,-2.59,4.63,,,,1.7,-1.46,4.94,,,,,,,,,,
2020-03-07,38.08,33.43,42.36,,,,38.81,35.31,42.96,,,,8.69,5.31,12.44,,,,5.65,2.54,9.15,,,,5.28,2.14,8.52,,,,1.0,-2.5,4.55,,,,1.69,-1.52,4.93,,,,,,,,,,
2020-03-08,38.11,33.49,42.3,,,,38.84,35.35,42.92,,,,8.64,5.31,12.35,,,,5.63,2.58,9.13,,,,5.27,2.13,8.47,,,,1.0,-2.5,4.46,,,,1.69,-1.5,4.9,,,,,,,,,,
2020-03-09,38.15,33.53,42.25,,,,38.88,35.37,42.86,,,,8.59,5.31,12.1,,,,5.61,2.61,9.11,,,,5.27,2.14,8.44,,,,1.0,-2.49,4.35,,,,1.69,-1.51,4.9,,,,,,,,,,
2020-03-10,38.18,33.57,42.21,,,,38.92,35.41,42.88,,,,8.55,5.29,11.97,,,,5.59,2.63,9.06,,,,5.26,2.16,8.39,,,,1.0,-2.48,4.23,,,,1.68,-1.53,4.89,,,,,,,,,,
2020-03-11,38.21,33.61,42.18,,,,38.97,35.51,42.85,,,,8.5,5.29,11.9,,,,5.57,2.58,9.04,,,,5.26,2.25,8.4,,,,1.0,-2.47,4.12,,,,1.68,-1.56,4.87,,,,,,,,,,
2020-03-12,38.24,33.67,42.15,,,,39.01,35.62,42.83,,,,8.45,5.3,11.84,,,,5.55,2.54,9.02,,,,5.25,2.33,8.39,,,,1.0,-2.42,4.04,,,,1.67,-1.57,4.86,,,,,,,,,,
2020-03-13,38.26,33.75,42.1,,,,39.05,35.66,42.8,,,,8.4,5.3,11.77,,,,5.53,2.5,9.0,,,,5.25,2.36,8.39,,,,1.0,-2.29,3.92,,,,1.67,-1.6,4.84,,,,,,,,,,
2020-03-14,38.29,33.85,42.06,,,,39.1,35.72,42.78,,,,8.36,5.29,11.69,,,,5.51,2.47,8.98,,,,5.24,2.37,8.39,,,,1.0,-2.27,3.98,,,,1.67,-1.54,4.82,,,,,,,,,,
2020-03-15,38.31,33.94,42.02,,,,39.14,35.82,42.75,,,,8.31,5.29,11.58,,,,5.5,2.46,8.9,,,,5.24,2.36,8.27,,,,1.0,-2.27,4.04,,,,1.66,-1.49,4.8,,,,,,,,,,
2020-03-16,38.34,34.04,41.98,,,,39.19,35.95,42.73,,,,8.26,5.26,11.52,,,,5.48,2.5,8.84,,,,5.24,2.36,8.26,,,,1.0,-2.28,4.08,,,,1.66,-1.46,4.78,,,,,,,,,,
2020-03-17,38.36,34.14,41.95,,,,39.24,36.01,42.72,,,,8.21,5.19,11.46,,,,5.46,2.55,8.8,,,,5.23,2.39,8.26,,,,1.0,-2.16,4.11,,,,1.65,-1.43,4.75,,,,,,,,,,
2020-03-18,38.37,34.24,41.93,,,,39.29,36.12,42.71,,,,8.17,5.12,11.37,,,,5.45,2.51,8.76,,,,5.23,2.38,8.26,,,,1.0,-2.09,4.16,,,,1.65,-1.33,4.72,,,,,,,,,,
2020-03-19,38.39,34.33,41.9,,,,39.34,36.16,42.69,,,,8.12,5.05,11.29,,,,5.43,2.45,8.71,,,,5.23,2.35,8.33,,,,1.0,-2.09,4.2,,,,1.64,-1.26,4.63,,,,,,,,,,
2020-03-20,38.4,34.38,41.92,,,,39.39,36.24,42.68,,,,8.07,5.0,11.21,,,,5.42,2.41,8.67,,,,5.23,2.39,8.35,,,,1.0,-2.09,4.24,,,,1.64,-1.19,4.66,,,,,,,,,,
2020-03-21,38.42,34.43,41.93,,,,39.44,36.29,42.67,,,,8.03,5.0,11.11,,,,5.4,2.52,8.62,,,,5.23,2.45,8.26,,,,1.0,-2.1,4.28,,,,1.63,-1.24,4.64,,,,,,,,,,
2020-03-22,38.43,34.48,41.81,,,,39.5,36.35,42.73,,,,7.98,5.0,11.03,,,,5.39,2.52,8.57,,,,5.23,2.5,8.27,,,,1.0,-2.08,4.31,,,,1.63,-1.32,4.61,,,,,,,,,,
2020-03-23,38.44,34.52,41.77,,,,39.55,36.41,42.72,,,,7.93,4.99,10.95,,,,5.37,2.46,8.52,,,,5.23,2.52,8.28,,,,1.0,-2.11,4.33,,,,1.62,-1.39,4.59,,,,,,,,,,
2020-03-24,38.44,34.44,41.73,,,,39.61,36.48,42.67,,,,7.89,4.99,11.01,,,,5.36,2.41,8.42,,,,5.23,2.53,8.27,,,,1.0,-2.26,4.34,,,,1.62,-1.43,4.58,,,,,,,,,,
2020-03-25,38.45,34.36,41.69,,,,39.67,36.53,42.69,,,,7.84,4.94,11.01,,,,5.34,2.38,8.32,,,,5.23,2.52,8.25,,,,1.0,-2.2,4.33,,,,1.61,-1.42,4.58,,,,,,,,,,
2020-03-26,38.45,34.33,41.73,,,,39.73,36.55,42.72,,,,7.8,4.89,10.93,,,,5.33,2.48,8.39,,,,5.23,2.49,8.23,,,,1.0,-2.1,4.38,,,,1.61,-1.42,4.58,,,,,,,,,,
2020-03-27,38.45,34.31,41.76,,,,39.79,36.57,42.8,,,,7.75,4.84,10.69,,,,5.32,2.47,8.29,,,,5.23,2.48,8.22,,,,1.0,-2.02,4.42,,,,1.6,-1.41,4.56,,,,,,,,,,
2020-03-28,38.45,34.4,41.69,,,,39.85,36.59,42.88,,,,7.71,4.81,10.58,,,,5.3,2.44,8.3,,,,5.23,2.42,8.2,,,,1.0,-1.97,4.46,,,,1.6,-1.4,4.49,,,,,,,,,,
2020-03-29,38.45,34.48,41.49,,,,39.91,36.61,42.93,,,,7.67,4.77,10.59,,,,5.29,2.41,8.27,,,,5.23,2.38,8.19,,,,1.0,-1.94,4.42,,,,1.59,-1.38,4.47,,,,,,,,,,
2020-03-30,38.45,34.57,41.5,,,,39.97,36.65,42.98,,,,7.62,4.74,10.59,,,,5.28,2.39,8.23,,,,5.23,2.39,8.14,,,,1.0,-1.9,4.43,,,,1.59,-1.4,4.46,,,,,,,,,,
2020-03-31,38.44,34.63,41.44,,,,40.03,36.7,43.01,,,,7.58,4.72,10.59,,,,5.27,2.35,8.21,,,,5.23,2.4,7.99,,,,1.0,-1.86,4.44,,,,1.58,-1.53,4.43,,,,,,,,,,
2020-04-01,38.44,34.6,41.37,,,,40.09,36.78,43.02,,,,7.54,4.61,10.52,,,,5.26,2.32,8.21,,,,5.23,2.38,8.0,,,,1.0,-1.88,4.36,,,,1.58,-1.58,4.41,,,,,,,,,,
2020-04-02,38.43,34.75,41.29,,,,40.15,36.88,43.08,,,,7.5,4.45,10.41,,,,5.24,2.29,8.21,,,,5.24,2.37,7.98,,,,1.0,-1.86,4.39,,,,1.57,-1.57,4.35,,,,41.0,38.0,8.0,6.0,4.0,1.0,1.0
2020-04-03,38.42,34.74,41.22,,,,40.21,36.88,43.23,,,,7.46,4.39,10.31,,,,5.23,2.26,8.19,,,,5.24,2.36,8.0,,,,1.0,-1.81,4.42,,,,1.57,-1.57,4.33,,,,,,,,,,
2020-04-04,38.41,34.67,41.15,,,,40.28,36.91,43.35,,,,7.42,4.34,10.19,,,,5.22,2.21,8.2,,,,5.24,2.34,8.04,,,,1.0,-1.78,4.41,,,,1.56,-1.56,4.32,,,,,,,,,,
2020-04-05,38.4,34.64,41.09,,,,40.34,36.95,43.39,,,,7.38,4.3,10.15,,,,5.21,2.17,8.17,,,,5.24,2.32,7.99,,,,1.0,-1.73,4.41,,,,1.56,-1.55,4.3,,,,,,,,,,
2020-04-06,38.39,34.6,41.01,,,,40.4,37.0,43.42,,,,7.35,4.26,10.13,,,,5.2,2.12,8.15,,,,5.25,2.31,7.95,,,,1.0,-1.75,4.37,,,,1.56,-1.53,4.28,,,,,,,,,,
2020-04-07,38.37,34.58,41.01,,,,40.46,37.05,43.52,,,,7.31,4.22,10.12,,,,5.19,2.08,8.13,,,,5.25,2.32,7.96,,,,1.0,-1.83,4.33,,,,1.55,-1.51,4.3,,,,,,,,,,
2020-04-08,38.36,34.55,41.01,,,,40.52,37.09,43.63,,,,7.28,4.17,10.09,,,,5.19,2.04,8.04,,,,5.26,2.31,7.96,,,,1.0,-1.9,4.28,,,,1.55,-1.5,4.27,,,,,,,,,,
2020-04-09,38.34,34.52,41.01,,,,40.58,37.26,43.7,,,,7.25,4.09,10.07,,,,5.18,2.03,7.95,,,,5.26,2.3,7.96,,,,1.0,-1.96,4.35,,,,1.54,-1.49,4.24,,,,,,,,,,
2020-04-10,38.32,34.5,41.0,,,,40.64,37.35,43.83,,,,7.22,4.11,10.05,,,,5.17,2.05,7.96,,,,5.26,2.29,7.95,,,,1.0,-2.03,4.44,,,,1.54,-1.49,4.21,,,,,,,,,,
2020-04-11,38.3,34.47,41.0,,,,40.7,37.33,43.96,,,,7.19,4.08,10.08,,,,5.16,2.04,7.94,,,,5.27,2.29,7.97,,,,1.0,-2.08,4.43,,,,1.54,-1.48,4.18,,,,,,,,,,
2020-04-12,38.28,34.45,40.99,,,,40.76,37.3,44.05,,,,7.16,4.09,10.07,,,,5.15,2.1,7.96,,,,5.27,2.29,7.99,,,,1.0,-2.1,4.41,,,,1.53,-1.47,4.11,,,,,,,,,,
2020-04-13,38.25,34.43,40.98,,,,40.82,37.32,44.11,,,,7.13,4.09,9.99,,,,5.15,2.13,7.94,,,,5.28,2.31,7.97,,,,1.0,-2.11,4.4,,,,1.53,-1.45,4.08,,,,,,,,,,
2020-04-14,38.23,34.41,40.97,,,,40.88,37.36,44.12,,,,7.11,4.09,9.95,,,,5.14,2.16,7.91,,,,5.28,2.3,7.97,,,,1.0,-2.13,4.42,,,,1.53,-1.42,4.04,,,,,,,,,,
2020-04-15,38.2,34.39,41.05,,,,40.94,37.4,44.14,,,,7.09,4.06,9.92,,,,5.13,2.19,7.88,,,,5.29,2.3,7.94,,,,1.0,-2.15,4.43,,,,1.52,-1.43,4.04,,,,,,,,,,
2020-04-16,38.17,34.39,41.02,,,,40.99,37.44,44.21,,,,7.07,4.04,9.82,,,,5.13,2.23,7.84,,,,5.29,2.36,7.92,,,,1.0,-2.16,4.36,,,,1.52,-1.43,4.04,,,,,,,,,,
2020-04-17,38.14,34.39,41.03,,,,41.05,37.47,44.3,,,,7.05,4.03,9.78,,,,5.12,2.26,7.8,,,,5.3,2.48,7.91,,,,1.0,-2.17,4.41,,,,1.52,-1.43,3.99,,,,39.0,45.0,6.0,3.0,4.0,,1.0
2020-04-18,38.11,34.38,41.04,,,,41.1,37.5,44.49,,,,7.03,4.03,9.77,,,,5.11,2.29,7.76,,,,5.31,2.48,7.9,,,,1.0,-2.17,4.46,,,,1.52,-1.44,3.99,,,,,,,,,,
2020-04-19,38.07,34.37,41.02,,,,41.16,37.52,44.61,,,,7.01,4.06,9.75,,,,5.11,2.3,7.74,,,,5.31,2.49,7.89,,,,1.0,-2.18,4.51,,,,1.52,-1.43,4.0,,,,,,,,,,
2020-04-20,38.04,34.36,40.95,,,,41.21,37.55,44.66,,,,7.0,4.1,9.74,,,,5.1,2.34,7.68,,,,5.32,2.5,7.89,,,,1.0,-2.11,4.56,,,,1.52,-1.4,3.98,,,,,,,,,,
2020-04-21,38.0,34.37,40.89,,,,41.26,37.58,44.69,,,,6.99,4.14,9.73,,,,5.1,2.36,7.67,,,,5.32,2.52,7.89,,,,1.0,-2.11,4.59,,,,1.51,-1.38,3.97,,,,,,,,,,
2020-04-22,37.96,34.43,40.87,,,,41.32,37.6,44.74,,,,6.98,4.11,9.72,,,,5.09,2.39,7.69,,,,5.33,2.52,7.92,,,,1.0,-2.11,4.6,,,,1.51,-1.39,3.99,,,,,,,,,,
2020-04-23,37.92,34.48,40.88,,,,41.37,37.62,44.81,,,,6.97,4.12,9.71,,,,5.09,2.42,7.71,,,,5.34,2.53,7.97,,,,1.0,-2.11,4.6,,,,1.51,-1.4,3.98,,,,,,,,,,
2020-04-24,37.88,34.4,40.87,,,,41.42,37.64,44.88,,,,6.96,4.15,9.7,,,,5.08,2.45,7.73,,,,5.34,2.54,8.01,,,,1.0,-2.11,4.58,,,,1.51,-1.4,4.0,,,,42.0,39.0,6.0,4.0,6.0,1.0,2.0
2020-04-25,37.84,34.34,40.89,,,,41.47,37.66,44.95,,,,6.96,4.18,9.69,,,,5.08,2.43,7.74,,,,5.35,2.57,8.01,,,,1.0,-2.11,4.56,,,,1.52,-1.4,4.02,,,,,,,,,,
2020-04-26,37.79,34.26,40.89,,,,41.52,37.69,45.0,,,,6.95,4.14,9.68,,,,5.08,2.39,7.75,,,,5.35,2.63,8.02,,,,1.0,-2.11,4.54,,,,1.52,-1.37,4.04,,,,,,,,,,
2020-04-27,37.75,34.24,40.85,,,,41.56,37.71,45.05,,,,6.95,4.11,9.67,,,,5.07,2.35,7.77,,,,5.36,2.68,7.97,,,,1.0,-2.07,4.56,,,,1.52,-1.34,4.04,,,,,,,,,,
2020-04-28,37.7,34.21,40.8,,,,41.61,37.73,45.09,,,,6.95,4.08,9.66,,,,5.07,2.33,7.72,,,,5.37,2.74,7.95,,,,1.0,-2.02,4.56,,,,1.52,-1.31,4.03,,,,,,,,,,
2020-04-29,37.66,34.19,40.75,,,,41.66,37.75,45.12,,,,6.95,4.1,9.64,,,,5.07,2.31,7.65,,,,5.37,2.73,7.94,,,,1.0,-2.06,4.54,,,,1.52,-1.29,4.03,,,,,,,,,,
2020-04-30,37.61,34.17,40.7,,,,41.7,37.8,45.14,,,,6.95,4.1,9.63,,,,5.06,2.28,7.65,,,,5.38,2.72,7.96,,,,1.0,-2.08,4.52,,,,1.52,-1.28,4.02,,,,,,,,,,
2020-05-01,37.56,34.11,40.6,,,,41.75,37.9,45.16,,,,6.95,4.15,9.62,,,,5.06,2.3,7.64,,,,5.38,2.7,7.98,,,,1.0,-2.15,4.48,,,,1.53,-1.3,4.01,,,,,,,,,,
2020-05-02,37.51,34.06,40.53,,,,41.8,38.01,45.18,,,,6.95,4.21,9.6,,,,5.06,2.33,7.64,,,,5.39,2.7,8.0,,,,1.0,-2.15,4.46,,,,1.53,-1.32,4.01,,,,,,,,,,
2020-05-03,37.46,34.01,40.47,,,,41.84,38.13,45.33,,,,6.95,4.24,9.59,,,,5.06,2.35,7.63,,,,5.39,2.7,8.01,,,,1.0,-2.13,4.45,,,,1.53,-1.25,4.0,,,,,,,,,,
2020-05-04,37.41,33.96,40.4,,,,41.88,38.18,45.48,,,,6.96,4.27,9.58,,,,5.06,2.35,7.63,,,,5.4,2.69,8.01,,,,1.0,-2.14,4.43,,,,1.54,-1.16,4.0,,,,,,,,,,
2020-05-05,37.36,33.91,40.34,,,,41.93,38.22,45.51,,,,6.96,4.27,9.55,,,,5.05,2.36,7.62,,,,5.41,2.68,8.0,,,,1.0,-2.15,4.44,,,,1.54,-1.16,4.0,,,,,,,,,,
2020-05-06,37.31,33.86,40.27,,,,41.97,38.26,45.51,,,,6.97,4.28,9.54,,,,5.05,2.37,7.61,,,,5.41,2.67,7.99,,,,1.0,-2.18,4.49,,,,1.54,-1.16,4.01,,,,42.0,36.0,7.0,5.0,5.0,1.0,2.0
2020-05-07,37.25,33.82,40.21,,,,42.01,38.29,45.51,,,,6.97,4.27,9.56,,,,5.05,2.37,7.61,,,,5.42,2.67,7.99,,,,1.0,-2.18,4.53,,,,1.55,-1.15,4.03,,,,,,,,,,
2020-05-08,37.2,33.72,40.14,,,,42.06,38.32,45.52,,,,6.98,4.29,9.58,,,,5.05,2.38,7.61,,,,5.42,2.69,7.99,,,,1.0,-2.15,4.57,,,,1.55,-1.15,4.04,,,,,,,,,,
